year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2022,ROKU,2022/12/31,FY,3126534000,1685412000,1441122000,788913000,344678000,838419000,1183097000,43766000,1972010000,3657422000,5161000,5161000,104158000,-382964000,-530888000,38605000,-492283000,5722000,-498005000,-0.159283411,1961956000,0,1961956000,760793000,106747000,135383000,2964879000,856726000,161519000,351647000,513166000,0,0,77830000,1447722000,0,4412601000,164800000,134674000,0,87678000,696121000,1083273000,584651000,28210000,0,69911000,682772000,0,639340000,1766045000,0,14000,-588026000,-292000,3234860000,2646556000,2646556000,4412601000,0,4412601000,0,664636000,-1297320000,-498005000,104158000,0,359931000,-190337000,-10887000,-56471000,14190000,-137169000,236048000,11795000,-161696000,0,-40000000,0,-40000000,-201696000,-10000000,18357000,0,0,18357000,8357000,-4170000,-185714000,1961956000,2147670000,11795000,-161696000,-149901000
2021,ROKU,2021/12/31,FY,2764584000,1355984000,1408600000,461602000,256297000,455601000,711898000,4467000,1173500000,2529484000,2980000,2980000,73645000,313212000,235100000,1487000,236587000,-5798000,242385000,0.087675035,2146043000,0,2146043000,752393000,50276000,105795000,3054507000,523227000,161519000,84126000,245645000,0,0,258766000,1027638000,0,4082145000,124921000,46999000,0,45760000,511939000,729619000,474709000,28726000,0,82485000,585920000,0,431840000,1315539000,0,14000,-90021000,41000,2856572000,2766606000,2766606000,4082145000,0,4082145000,0,484592000,-1661451000,242385000,73645000,-904000,187532000,-370046000,-221768000,3619000,8428000,-160325000,95469000,228081000,-40041000,-136778000,0,0,-136778000,-176819000,-5000000,989615000,0,0,18532000,1003147000,12000,1054421000,2147670000,1093249000,228081000,-40041000,188040000
2020,ROKU,2020/12/31,FY,1778388000,970169000,808219000,355784000,173231000,299457000,472688000,5233000,828472000,1798641000,3432000,3432000,87341000,49929000,-15020000,1801000,-18452000,-945000,-17507000,-0.009844308,1092815000,0,1092815000,523852000,53895000,27078000,1697640000,421394000,73058000,62181000,135239000,0,0,16269000,572902000,0,2270542000,112314000,40521000,0,55465000,312021000,520321000,397804000,21283000,0,3119000,422206000,0,343583000,942527000,0,13000,-332406000,29000,1660379000,1328015000,1328015000,2270542000,0,2270542000,0,402678000,-690137000,-17507000,87341000,3801000,134076000,-60043000,-196046000,-4181000,6410000,133774000,524000,148192000,-82382000,0,0,0,1058000,-81324000,-5000000,497242000,0,0,16806000,509048000,0,575916000,1093249000,517333000,148192000,-82382000,65810000
2024,VIAC,2024/12/31,FY,29213000000,19437000000,9776000000,0,6797000000,0,6658000000,8387000000,15045000000,34482000000,151000000,860000000,392000000,-4925000000,-5269000000,-908000000,-6177000000,-305000000,-6190000000,-0.211891966,2661000000,0,2661000000,6920000000,1429000000,1532000000,12542000000,2578000000,10508000000,2406000000,12914000000,0,1386000000,16752000000,33630000000,0,46172000000,953000000,0,0,825000000,7853000000,9631000000,15549000000,0,34000000,4176000000,19759000000,0,1048000000,29390000000,0,1000000,7487000000,-1604000000,10436000000,16320000000,16782000000,46172000000,462000000,46172000000,0,15549000000,12888000000,-6149000000,392000000,-630000000,245000000,0,0,-15812000000,324000000,0,21457000000,752000000,-263000000,0,0,0,275000000,12000000,-126000000,0,0,-168000000,-213000000,-507000000,-56000000,201000000,2661000000,2460000000,752000000,-263000000,489000000
2023,VIAC,2023/12/31,FY,29652000000,22388000000,7264000000,0,7398000000,0,7398000000,317000000,7715000000,30103000000,137000000,920000000,418000000,85000000,-451000000,-802000000,-1253000000,-361000000,-608000000,-0.020504519,2460000000,0,2460000000,7115000000,1414000000,1714000000,12703000000,2849000000,16516000000,2589000000,19105000000,3298000000,1242000000,14346000000,40840000000,0,53543000000,1100000000,1000000,0,746000000,7809000000,9656000000,15857000000,0,503000000,4477000000,20837000000,0,1256000000,30493000000,0,1000000,13829000000,-1556000000,10252000000,22526000000,23050000000,53543000000,524000000,53543000000,3298000000,15858000000,13398000000,-1252000000,418000000,-650000000,177000000,-15642000000,523000000,-15518000000,-659000000,12000000,17424000000,475000000,-328000000,71000000,0,0,1199000000,942000000,-1232000000,0,-29000000,-447000000,-133000000,-1841000000,-1000000,-425000000,2460000000,2885000000,475000000,-328000000,147000000
2022,VIAC,2022/12/31,FY,30154000000,19845000000,10309000000,0,7098000000,-65000000,7098000000,405000000,7503000000,27348000000,108000000,931000000,405000000,2602000000,2342000000,-1076000000,1266000000,227000000,1104000000,0.036612058,2885000000,0,2885000000,7412000000,1342000000,2095000000,13734000000,3153000000,16499000000,2694000000,19193000000,3455000000,1242000000,17616000000,44659000000,0,58393000000,1403000000,239000000,0,973000000,8576000000,11191000000,17035000000,1077000000,1077000000,5484000000,23596000000,0,1428000000,34787000000,0,1000000,14737000000,-1807000000,10105000000,23036000000,23606000000,58393000000,570000000,58393000000,3455000000,17274000000,14389000000,835000000,405000000,-106000000,172000000,-16679000000,-180000000,-17164000000,596000000,69000000,15592000000,219000000,-358000000,95000000,-254000000,254000000,-263000000,-526000000,-2002000000,0,-31000000,-689000000,-290000000,-2981000000,-94000000,-3382000000,2885000000,6267000000,219000000,-358000000,-139000000
2021,VIAC,2021/12/31,FY,28586000000,17744000000,10842000000,0,6441000000,0,6441000000,390000000,6831000000,24575000000,53000000,986000000,13742000000,4391000000,4056000000,-1091000000,5206000000,646000000,4543000000,0.158923949,6267000000,0,6267000000,6984000000,1504000000,1921000000,16676000000,3366000000,16584000000,2772000000,19356000000,2476000000,1206000000,15540000000,41944000000,0,58620000000,800000000,11000000,0,1091000000,7577000000,9479000000,19312000000,3510000000,1063000000,5796000000,26171000000,0,1614000000,35650000000,0,1000000,14343000000,-1902000000,9960000000,22402000000,22970000000,58620000000,568000000,58620000000,2476000000,19307000000,13040000000,4631000000,390000000,90000000,192000000,-15492000000,16584000000,-16584000000,760000000,-16252000000,11142000000,953000000,-354000000,-54000000,-193000000,193000000,2803000000,2395000000,-2172000000,1672000000,0,-647000000,995000000,-152000000,-48000000,3148000000,6267000000,3119000000,953000000,-354000000,599000000
2020,VIAC,2020/12/31,FY,25285000000,14992000000,10293000000,0,5389000000,0,5389000000,216000000,5605000000,20597000000,60000000,1031000000,11438000000,15616000000,4139000000,-992000000,3147000000,535000000,2422000000,0.095788017,2984000000,0,2984000000,7017000000,1757000000,2021000000,13779000000,3596000000,16612000000,2826000000,19438000000,2621000000,993000000,12236000000,38884000000,0,52663000000,571000000,16000000,0,978000000,6731000000,8296000000,21300000000,3832000000,778000000,6233000000,28311000000,0,1583000000,36607000000,0,1000000,10375000000,-1832000000,6827000000,15371000000,16056000000,52663000000,685000000,52663000000,2621000000,21316000000,18332000000,2584000000,430000000,122000000,274000000,-11980000000,12170000000,-12170000000,188000000,-12168000000,10864000000,2294000000,-324000000,-147000000,-59000000,59000000,527000000,56000000,768000000,0,-58000000,-600000000,-200000000,-90000000,25000000,2285000000,3119000000,834000000,2294000000,-324000000,1970000000
2022,ATVI,2022/12/31,FY,7528000000,2222000000,5306000000,1421000000,1001000000,1217000000,2218000000,182000000,3639000000,5861000000,165000000,108000000,498000000,2248000000,1670000000,74000000,1744000000,231000000,1513000000,0.200982997,7060000000,4932000000,11992000000,1204000000,0,1273000000,14469000000,193000000,9929000000,1083000000,11012000000,0,1201000000,508000000,12914000000,0,27383000000,324000000,83000000,80000000,2088000000,980000000,3555000000,3773000000,158000000,158000000,654000000,4585000000,0,162000000,8140000000,0,0,13171000000,-625000000,6697000000,19243000000,19243000000,27383000000,0,27383000000,4932000000,3611000000,-3449000000,1513000000,319000000,-164000000,462000000,44000000,-231000000,0,37000000,238000000,46000000,2220000000,-91000000,-135000000,-5008000000,239000000,1000000,-4994000000,0,47000000,0,-367000000,-214000000,-534000000,-44000000,-3352000000,7086000000,10438000000,2220000000,-91000000,2129000000
2021,ATVI,2021/12/31,FY,8803000000,2317000000,6486000000,1337000000,788000000,1025000000,1813000000,-20000000,3150000000,5467000000,5000000,108000000,594000000,3777000000,3259000000,-95000000,3164000000,465000000,2699000000,0.306600023,10423000000,180000000,10423000000,972000000,0,1161000000,12556000000,169000000,9799000000,658000000,10457000000,0,1377000000,497000000,12500000000,0,25056000000,285000000,77000000,144000000,1118000000,787000000,2411000000,3820000000,0,506000000,720000000,5046000000,0,212000000,7457000000,0,0,12025000000,-578000000,6152000000,17599000000,17599000000,25056000000,0,25056000000,180000000,3608000000,-6815000000,2699000000,440000000,7000000,508000000,-1279000000,71000000,-806000000,-7000000,-537000000,39000000,2414000000,-80000000,80000000,-248000000,280000000,-91000000,-59000000,0,90000000,0,-365000000,-246000000,-521000000,-48000000,1786000000,10438000000,8652000000,2414000000,-80000000,2334000000
2020,ATVI,2020/12/31,FY,8086000000,2260000000,5826000000,1150000000,784000000,1064000000,1848000000,-12000000,2998000000,5258000000,21000000,99000000,665000000,3226000000,2734000000,-118000000,2616000000,419000000,2197000000,0.27170418,8647000000,164000000,8647000000,1052000000,0,866000000,10565000000,209000000,9765000000,611000000,10376000000,0,1318000000,641000000,12544000000,0,23109000000,295000000,66000000,100000000,1689000000,950000000,3100000000,3829000000,0,418000000,725000000,4972000000,0,224000000,8072000000,0,0,9691000000,-622000000,5968000000,15037000000,15037000000,23109000000,0,23109000000,164000000,3605000000,-5042000000,2197000000,446000000,-94000000,218000000,-639000000,-194000000,-651000000,-10000000,216000000,124000000,2252000000,-78000000,78000000,-221000000,121000000,-78000000,-178000000,896000000,170000000,1994000000,-316000000,-39000000,711000000,69000000,2854000000,8652000000,5798000000,2252000000,-78000000,2174000000
2019,ATVI,2019/12/31,FY,6489000000,2094000000,4395000000,998000000,732000000,926000000,1658000000,-1000000,2656000000,4750000000,79000000,90000000,817000000,2340000000,1607000000,26000000,1633000000,130000000,1503000000,0.231622746,5794000000,65000000,5794000000,848000000,32000000,618000000,7292000000,253000000,9764000000,585000000,10349000000,0,1293000000,658000000,12553000000,0,19845000000,292000000,63000000,436000000,1375000000,749000000,2915000000,2885000000,0,505000000,735000000,4125000000,0,210000000,7040000000,0,0,7813000000,-619000000,5611000000,12805000000,12805000000,19845000000,0,19845000000,65000000,2675000000,-3119000000,1503000000,553000000,-352000000,166000000,-122000000,182000000,7000000,31000000,-342000000,83000000,1831000000,-116000000,116000000,-65000000,153000000,-110000000,-22000000,0,105000000,0,-283000000,-59000000,-237000000,-3000000,1569000000,5798000000,4229000000,1831000000,-116000000,1715000000
2018,ATVI,2018/12/31,FY,7500000000,2517000000,4983000000,1101000000,832000000,1062000000,1894000000,1798000000,2995000000,5512000000,0,151000000,998000000,3015000000,1988000000,-111000000,1877000000,64000000,1813000000,0.241733333,4225000000,0,4225000000,1035000000,43000000,803000000,6106000000,282000000,9762000000,800000000,10562000000,0,403000000,482000000,11729000000,0,17835000000,253000000,0,203000000,1493000000,693000000,2642000000,2671000000,0,18000000,1147000000,3836000000,0,0,6478000000,0,0,6558000000,-601000000,5400000000,11357000000,11357000000,17835000000,0,17835000000,0,2671000000,-1554000000,1813000000,998000000,20000000,209000000,-1303000000,-114000000,-5000000,-65000000,-1119000000,53000000,1790000000,-131000000,131000000,-209000000,116000000,-137000000,-230000000,-1765000000,99000000,0,-259000000,-95000000,-2020000000,-31000000,-491000000,4229000000,4720000000,1790000000,-131000000,1659000000
2024,BIDU,2024/12/31,FY,1.33125E+11,66102000000,67023000000,22133000000,0,0,23620000000,0,45753000000,1.11855E+11,0,0,14679000000,35949000000,21270000000,7352000000,28622000000,4447000000,23760000000,0.178478873,24832000000,1.02608E+11,1.2744E+11,14280000000,0,14957000000,1.68849E+11,41000000000,22586000000,7702000000,30288000000,1.40256E+11,0,47387000000,2.58931E+11,0,4.2778E+11,0,22408000000,3527000000,0,55018000000,80953000000,56916000000,0,0,6299000000,63215000000,0,8276000000,1.44168E+11,0,0,0,0,0,2.6362E+11,2.83612E+11,4.2778E+11,19992000000,4.2778E+11,2.42864E+11,79324000000,54492000000,23760000000,0,0,4784000000,0,0,0,2298000000,-29917000000,-7310000000,21234000000,-8134000000,0,0,0,-421000000,-8555000000,-7537000000,0,-6324000000,0,102000000,-13759000000,95000000,-985000000,36589000000,37574000000,21234000000,-8134000000,13100000000
2023,BIDU,2023/12/31,FY,1.34598E+11,65031000000,69567000000,24192000000,10319000000,13200000000,23519000000,0,47711000000,1.12742E+11,8009000000,3248000000,14679000000,36535000000,21856000000,3342000000,25198000000,3649000000,20315000000,0.15093092,25231000000,1.6867E+11,1.93901E+11,16620000000,1396000000,17952000000,2.30255E+11,38811000000,22586000000,7848000000,30434000000,72623000000,0,34636000000,1.76504E+11,0,4.06759E+11,0,22198000000,2687000000,16326000000,35240000000,76451000000,62397000000,0,0,5303000000,67700000000,0,8148000000,1.44151E+11,0,0,1.6124E+11,-895000000,83281000000,2.43626E+11,2.62608E+11,4.06759E+11,18982000000,4.06759E+11,2.41293E+11,84595000000,59364000000,21549000000,21457000000,-163000000,6345000000,-13067000000,216000000,0,-858000000,-12425000000,494000000,36615000000,-11190000000,-115000000,-2.0348E+11,1.61916E+11,2472000000,-50397000000,-17995000000,3461000000,-4764000000,0,5136000000,-14162000000,282000000,-27662000000,37574000000,65236000000,36615000000,-11295000000,25320000000
2022,BIDU,2022/12/31,FY,1.23675E+11,63935000000,59740000000,23315000000,10314000000,10200000000,20514000000,-5737000000,43829000000,1.07764E+11,6245000000,2913000000,20084000000,14509000000,-5575000000,15687000000,10112000000,2578000000,7559000000,0.061119871,53156000000,1.20839E+11,1.73995E+11,21135000000,1227000000,16114000000,2.1285E+11,34338000000,22477000000,21097000000,43574000000,78926000000,2129000000,19156000000,1.78123E+11,0,3.90973E+11,0,23361000000,3640000000,13188000000,38282000000,79630000000,67993000000,490000000,2898000000,5545000000,73538000000,0,7619000000,1.53168E+11,0,0,1.48341E+11,546000000,74591000000,2.23478E+11,2.37805E+11,3.90973E+11,14327000000,3.90973E+11,1.99765E+11,91354000000,38198000000,7534000000,20084000000,-99000000,6788000000,-16758000000,-2369000000,0,-1450000000,-12939000000,8621000000,26170000000,-8393000000,256000000,-1.85149E+11,1.90103E+11,-761000000,-3944000000,-8002000000,1227000000,-1925000000,0,2310000000,-6390000000,1729000000,17565000000,65236000000,47671000000,26170000000,-8393000000,17777000000
2021,BIDU,2021/12/31,FY,1.24493E+11,64314000000,60179000000,24938000000,12523000000,12200000000,24723000000,-1038000000,49661000000,1.13975E+11,5551000000,3421000000,22559000000,14099000000,-8460000000,19238000000,10778000000,3187000000,7591000000,0.060975316,36850000000,1.43243E+11,1.80093E+11,14829000000,1477000000,16542000000,2.13315E+11,35092000000,22605000000,19898000000,42503000000,67332000000,2372000000,19420000000,1.66719E+11,0,3.80034E+11,0,17537000000,4430000000,13803000000,37777000000,74488000000,73970000000,352000000,3286000000,7624000000,81594000000,0,8431000000,1.56082E+11,0,0,1.4516E+11,-8000000,66307000000,2.11459E+11,2.23952E+11,3.80034E+11,12493000000,3.80034E+11,2.10575E+11,91507000000,54657000000,7591000000,22559000000,-449000000,7056000000,-18691000000,-2144000000,-24281000000,7141000000,593000000,2056000000,20122000000,-11240000000,-12282000000,-2.00496E+11,1.92503E+11,71000000,-31444000000,8840000000,20557000000,-7581000000,0,1580000000,23396000000,-943000000,11131000000,47671000000,36540000000,20122000000,-11240000000,8882000000
2020,BIDU,2020/12/31,FY,1.07074E+11,55158000000,51916000000,19513000000,9663000000,8400000000,18063000000,9403000000,37576000000,92734000000,5358000000,3103000000,22714000000,14340000000,-8374000000,8750000000,23090000000,4064000000,22472000000,0.209873545,35782000000,1.26402E+11,1.62184E+11,11589000000,5255000000,8514000000,1.83342E+11,27312000000,22248000000,15013000000,37261000000,76233000000,1674000000,6886000000,1.49366E+11,0,3.32708E+11,0,17561000000,3779000000,13575000000,53297000000,68385000000,65028000000,783000000,3067000000,7452000000,72480000000,0,7059000000,1.40865E+11,0,0,1.35284E+11,199000000,47213000000,1.82696E+11,1.91843E+11,3.32708E+11,9147000000,3.32708E+11,2.02635E+11,82589000000,46807000000,19026000000,22714000000,115000000,6728000000,-18207000000,-1660000000,-17639000000,208000000,884000000,-6176000000,24200000000,-5331000000,-2882000000,-2.96672E+11,2.76428E+11,905000000,-27552000000,12390000000,4662000000,-13054000000,0,1667000000,5665000000,-212000000,2101000000,36540000000,34439000000,24200000000,-5331000000,18869000000
2025,DOCU,2025/01/31,FY,2976739000,621659000,2355080000,588455000,375983000,1160993000,1536976000,29721000,2155152000,2747090000,49563000,1550000,107804000,355745000,199928000,48013000,247941000,-819944000,1067885000,0.358743242,648623000,314924000,963547000,443346000,0,82368000,1489261000,409000000,454477000,76388000,530865000,134105000,840470000,609004000,2523444000,0,4012705000,30697000,19077000,0,0,1782136000,1831910000,0,0,20596000,157507000,178103000,0,0,2010013000,0,20000,-1287323000,-28376000,3318371000,2002692000,2002692000,4012705000,0,4012705000,449029000,124427000,-524196000,1067885000,107804000,-839989000,610335000,-191710000,2075000,0,7638000,-201423000,262947000,1017272000,-96988000,-143611000,-412611000,340334000,0,-312876000,0,0,-683528000,0,-155263000,-838791000,-7550000,-141945000,659554000,801499000,1017272000,-96988000,920284000
2024,DOCU,2024/01/31,FY,2761882000,572621000,2189261000,539488000,419621000,1168137000,1587758000,0,2127246000,2730270000,68889000,6844000,95062000,195585000,31634000,62045000,93679000,19699000,73980000,0.026786083,797060000,248402000,1045462000,455221000,0,66984000,1567667000,368361000,353138000,50905000,404043000,121977000,0,509242000,1403623000,0,2971290000,19029000,113459000,0,1320059000,299303000,1660621000,120823000,21980000,16795000,21332000,180930000,0,143053000,1841551000,0,21000,-1670219000,-19360000,2819297000,1129739000,1129739000,2971290000,0,2971290000,370379000,143053000,-654007000,73980000,95062000,6292000,616847000,-36973000,71681000,0,-4826000,-103828000,224318000,979526000,-92391000,0,-336866000,473869000,0,44612000,-726979000,0,-145515000,0,-73545000,-946039000,199000,78298000,801499000,723201000,979526000,-92391000,887135000
2023,DOCU,2023/01/31,FY,2515915000,536088000,1979827000,480584000,316228000,1242711000,1558939000,0,2039523000,2575611000,4539000,6389000,86255000,2763000,-55157000,-1850000,-89881000,7573000,-97454000,-0.038735013,721895000,309771000,1031666000,529351000,2,69987000,1631004000,341385000,353619000,70280000,423899000,186049000,0,430383000,1381716000,0,3012720000,24393000,746942000,0,1172867000,264120000,2208322000,141348000,16925000,10723000,18115000,187111000,0,165403000,2395433000,0,20000,-1598684000,-22996000,2238947000,617287000,617287000,3012720000,0,3012720000,495820000,888290000,166395000,-97454000,86255000,1697000,538726000,-255704000,-75964000,0,-26440000,-153300000,233239000,506759000,-77654000,113543000,-537460000,423917000,-113543000,-191197000,-16000,0,-63041000,0,-35199000,-98256000,-3784000,213522000,723201000,509679000,506759000,-77654000,429105000
2022,DOCU,2022/01/31,FY,2107213000,466451000,1640762000,393362000,232757000,1076527000,1309284000,0,1702646000,2169097000,1413000,6443000,81913000,21442000,-60471000,-6443000,-66914000,3062000,-69976000,-0.033207844,509059000,293763000,802822000,453538000,0,63236000,1319596000,310685000,355058000,98816000,453874000,94938000,0,362172000,1221669000,0,2541265000,52804000,74808000,0,1029891000,214136000,1371639000,971167000,16725000,9316000,-103085000,894123000,0,163744000,2265762000,0,20000,-1438189000,-4809000,1718481000,275503000,275503000,2541265000,0,2541265000,388701000,882231000,373172000,-69976000,81913000,1369000,408542000,-101611000,-117380000,0,12148000,3621000,186230000,506467000,-61396000,-6388000,-385878000,290753000,-95125000,-162909000,-77906000,69806000,-386521000,0,-316715000,-394621000,-5594000,-56657000,509679000,566336000,506467000,-61396000,445071000
2021,DOCU,2021/01/31,FY,1453047000,364058000,1088989000,271522000,192697000,798625000,991322000,-753000,1262844000,1626902000,8914000,30799000,71090000,-127603000,-173855000,-55637000,-229492000,13775000,-243267000,-0.167418535,566055000,207450000,773505000,340453000,0,48390000,1162348000,324391000,350151000,121828000,471979000,92717000,260130000,24942000,1174159000,0,2336507000,37367000,53440000,0,779642000,222724000,1093173000,862313000,16492000,6464000,32328000,917597000,0,198675000,2010770000,0,19000,-1380452000,4964000,1701206000,325737000,325737000,2336507000,0,2336507000,300167000,915753000,349698000,-243267000,71090000,-2410000,286877000,72174000,-73913000,10133000,12128000,123826000,112490000,296954000,-82395000,-180370000,-173530000,517524000,343994000,81229000,259323000,54164000,-372463000,0,-318299000,-58976000,5646000,324853000,566336000,241483000,296954000,-82395000,214559000
2025,ZM,2025/01/31,FY,4665433000,1129627000,3535806000,852415000,442712000,1427384000,1870096000,0,2722511000,3852138000,0,0,122632000,935927000,813295000,502289000,1315584000,305346000,1010238000,0.216536815,1349380000,6442329000,7791709000,495228000,0,389037000,8675974000,386375000,307295000,58649000,365944000,591481000,749759000,277537000,2312447000,0,10988421000,8345000,27026000,60570000,1336387000,558562000,1903294000,37406000,0,0,150043000,150043000,0,64432000,2053337000,0,305000,3799518000,4990000,5130271000,8935084000,8935084000,10988421000,0,10988421000,7033810000,64432000,-1284948000,1010238000,122632000,-90551000,931309000,-126946000,26640000,0,-3133000,-150453000,98626000,1945308000,-136560000,0,-4640604000,3671140000,0,-1106024000,0,58627000,-1093878000,0,65801000,-1028077000,-15170000,-203963000,1361417000,1565380000,1945308000,-136560000,1808748000
2024,ZM,2024/01/31,FY,4527224000,1077801000,3449423000,803187000,579650000,1541307000,2120957000,0,2924144000,4001945000,0,0,104451000,629730000,525279000,307033000,832312000,194850000,637462000,0.140806375,1558252000,5404233000,6962485000,536078000,0,427656000,7926219000,352679000,307295000,72174000,379469000,409222000,662177000,200027000,2003574000,0,9929793000,10175000,24645000,57340000,1291990000,378037000,1762187000,48308000,18514000,0,81378000,148200000,0,72953000,1910387000,0,307000,2789280000,1063000,5228756000,8019406000,8019406000,9929793000,0,9929793000,5813455000,72953000,-1485299000,637462000,104451000,-116679000,1057161000,-254619000,53270000,0,-4416000,-303473000,171060000,1598836000,-126953000,-204918000,-4154495000,3302677000,0,-1183689000,0,64292000,-4106000,0,60186000,60186000,-10196000,465137000,1565380000,1100243000,1598836000,-126953000,1471883000
2023,ZM,2023/01/31,FY,4392960000,1100451000,3292509000,774059000,576431000,1696590000,2273021000,41418000,3047080000,4147531000,0,33724000,341689000,245429000,245429000,3847000,249276000,145565000,103711000,0.023608455,1086830000,4325836000,5412666000,557404000,223250000,386342000,6356412000,333727000,122641000,56659000,122641000,398992000,558428000,357865000,1771653000,0,8128065000,14414000,22790000,80300000,1266514000,354626000,1738644000,73687000,41932000,0,67195000,182814000,0,96477000,1921458000,0,294000,2151818000,-50385000,4104880000,6206607000,6206607000,8128065000,0,8128065000,4724828000,96477000,-990353000,103711000,82321000,-160961000,1285752000,-412837000,-231845000,0,11611000,-192603000,392276000,1290262000,-103826000,-120553000,-2918171000,2835496000,-11268000,-318322000,0,0,-1000003000,0,63061000,-936942000,-8108000,26890000,1100243000,1073353000,1290262000,-115094000,1175168000
2022,ZM,2022/01/31,FY,4099864000,1054554000,3045310000,362990000,482770000,1135959000,1618729000,-5720000,1981719000,3036273000,0,0,48188000,1111779000,1063591000,38041000,1101632000,-274007000,1375639000,0.335532837,1062820000,4356446000,5419266000,419673000,322168000,344868000,6183807000,318319000,27607000,23992000,27607000,367814000,382296000,271475000,1367511000,0,7551318000,7841000,20697000,90273000,1141435000,319445000,1579691000,85018000,38481000,0,68110000,191609000,0,105715000,1771300000,0,299000,2048107000,-17902000,3749514000,5780018000,5780018000,7551318000,0,7551318000,4724260000,105715000,-957105000,1375639000,48188000,-327957000,477287000,-186454000,-159183000,0,-2218000,-25053000,218563000,1605266000,-132590000,-3501000,-4739898000,2029910000,-13018000,-2859097000,0,73735000,-40004000,0,34068000,34068000,0,-1219763000,1073353000,2293116000,1605266000,-145608000,1459658000
2021,ZM,2021/01/31,FY,2651368000,821989000,1829379000,164080000,320547000,684904000,1005451000,15648000,1169531000,1991520000,18186000,0,133163000,688705000,659848000,18186000,678034000,5718000,672316000,0.25357325,2240303000,2004410000,4244713000,294703000,247807000,253449000,4792865000,247573000,24340000,10816000,24340000,18668000,138594000,75953000,505128000,0,5297993000,8664000,15601000,27453000,858284000,349964000,1259966000,90415000,25211000,0,61634000,177260000,0,106016000,1437226000,0,292000,672468000,839000,3187168000,3860767000,3860767000,5297993000,0,5297993000,2023078000,90415000,-2149888000,672316000,28857000,32007000,275818000,319852000,-219039000,176754000,3481000,358656000,142327000,1471177000,-79972000,-26486000,-2069470000,617692000,-4184000,-1562420000,0,1979206000,0,0,71071000,2050277000,0,1959034000,2293116000,334082000,1471177000,-85815000,1385362000
2024,PINS,2024/12/31,FY,3646166000,750355000,2895811000,1240564000,463658000,1011772000,1475430000,0,2715994000,3466349000,0,0,21266000,201083000,179817000,107788000,287605000,-1574501000,1862106000,0.510702475,1136460000,1376409000,2512869000,893403000,0,78435000,3484707000,131491000,100227000,9876000,110103000,0,1602539000,13820000,1857953000,0,5342660000,84026000,34425000,0,0,314107000,398133000,302728000,0,0,42009000,193373000,0,185789000,591506000,0,7000,-288162000,-130000,5039439000,4751154000,4751154000,5342660000,0,5342660000,1376409000,185789000,-950671000,1862106000,21266000,-1600434000,765795000,-57442000,-128946000,0,3828000,67676000,-26697000,964594000,-24606000,0,-1510013000,1313602000,0,-221017000,0,0,-990452000,0,22133000,-968319000,-2569000,-227311000,1141221000,1368532000,964594000,-24606000,939988000
